event_time,user_id,event_name,platform,session_id
2025-01-25 09:01:00,550,cancel_request,web,s563
2025-02-11 20:41:00,919,login,web,s1140
2025-01-11 01:48:00,848,view_product,web,s152
2025-02-17 08:00:00,416,purchase,ios,s1099
2025-01-31 23:34:00,223,cancel_request,web,s561
2025-02-13 21:13:00,711,login,web,s175
2025-01-07 05:03:00,637,purchase,web,s304
2025-03-01 05:34:00,163,view_product,web,s136
2025-03-02 02:49:00,741,login,web,s464
2025-01-10 06:32:00,175,login,web,s51
2025-02-01 15:53:00,423,login,web,s735
2025-01-12 05:41:00,621,view_product,android,s89
2025-01-10 10:25:00,637,login,web,s629
2025-01-27 08:22:00,381,view_product,ios,s487
2025-02-10 21:17:00,109,login,web,s441
2025-01-22 18:49:00,847,add_to_cart,web,s899
2025-01-03 00:13:00,569,add_to_cart,web,s1027
2025-01-24 23:42:00,988,view_product,web,s639
2025-02-02 21:44:00,746,login,web,s828
2025-01-23 12:37:00,126,add_to_cart,web,s719
2025-02-28 13:25:00,948,view_product,ios,s557
2025-02-14 01:28:00,692,view_product,web,s91
2025-01-24 06:05:00,102,add_to_cart,web,s1105
2025-01-31 17:11:00,381,add_to_cart,web,s628
2025-01-29 18:35:00,869,login,android,s1190
2025-01-22 20:25:00,25,purchase,android,s10
2025-02-14 05:22:00,138,view_product,web,s238
2025-01-21 17:06:00,349,add_to_cart,web,s684
2025-01-09 00:35:00,211,login,web,s839
2025-01-03 16:04:00,16,view_product,ios,s686
2025-01-22 08:28:00,817,view_product,web,s24
2025-01-21 08:07:00,713,view_product,web,s997
2025-01-20 06:20:00,504,add_to_cart,ios,s1091
2025-01-12 16:30:00,702,view_product,android,s147
2025-02-02 09:09:00,598,view_product,web,s759
2025-01-05 14:05:00,284,checkout_start,web,s626
2025-02-26 07:16:00,853,view_product,web,s738
2025-02-07 11:18:00,791,login,web,s681
2025-01-21 12:58:00,439,login,ios,s1194
2025-02-11 12:35:00,8,view_product,web,s700
2025-02-08 03:51:00,627,add_to_cart,ios,s1075
2025-02-10 05:47:00,141,view_product,web,s1172
2025-02-01 12:37:00,437,view_product,ios,s907
2025-01-04 09:55:00,985,add_to_cart,ios,s559
2025-02-26 07:50:00,472,view_product,web,s587
2025-02-01 11:18:00,702,login,web,s593
2025-02-01 11:50:00,132,purchase,ios,s827
2025-01-15 12:05:00,681,view_product,ios,s562
2025-01-13 23:21:00,412,login,web,s304
2025-01-05 08:58:00,862,add_to_cart,web,s42
2025-02-23 18:50:00,989,view_product,ios,s732
2025-02-28 09:45:00,313,login,web,s233
2025-01-23 17:08:00,24,add_to_cart,android,s1010
2025-02-13 04:37:00,819,purchase,ios,s1012
2025-01-28 01:27:00,917,view_product,web,s367
2025-02-15 22:27:00,704,view_product,web,s940
2025-01-29 03:55:00,71,login,web,s768
2025-02-11 11:11:00,846,checkout_start,web,s621
2025-02-06 19:27:00,847,view_product,web,s756
2025-02-25 12:15:00,445,purchase,web,s849
2025-02-16 23:42:00,894,login,ios,s1193
2025-01-07 13:05:00,266,login,web,s657
2025-02-25 17:23:00,487,checkout_start,web,s837
2025-02-22 23:49:00,402,view_product,web,s479
2025-01-03 01:10:00,811,checkout_start,web,s677
2025-02-09 22:55:00,616,login,web,s186
2025-01-29 19:45:00,147,add_to_cart,web,s975
2025-01-02 04:36:00,687,view_product,web,s136
2025-02-16 03:45:00,37,checkout_start,android,s115
2025-02-06 11:15:00,799,purchase,web,s757
2025-01-23 22:12:00,549,view_product,web,s718
2025-01-09 05:37:00,260,login,web,s4
2025-02-10 15:50:00,92,cancel_request,ios,s225
2025-02-02 03:53:00,508,cancel_request,android,s307
2025-01-10 07:20:00,717,view_product,web,s588
2025-01-05 00:25:00,835,login,web,s71
2025-01-24 03:43:00,358,login,web,s668
2025-01-26 10:43:00,437,add_to_cart,web,s691
2025-02-12 01:38:00,579,cancel_request,ios,s305
2025-02-16 18:21:00,916,login,android,s645
2025-02-03 03:39:00,942,login,web,s606
2025-02-10 02:28:00,125,view_product,android,s31
2025-01-18 04:25:00,823,add_to_cart,web,s331
2025-01-06 13:49:00,626,add_to_cart,android,s54
2025-01-12 22:28:00,289,view_product,web,s1026
2025-01-31 14:00:00,1,view_product,web,s418
2025-01-29 16:00:00,758,add_to_cart,web,s966
2025-01-09 21:59:00,348,view_product,ios,s981
2025-02-04 18:24:00,803,login,web,s7
2025-01-25 10:45:00,485,cancel_request,web,s396
2025-01-25 14:41:00,69,login,web,s446
2025-01-26 06:39:00,141,login,web,s192
2025-02-22 16:40:00,977,checkout_start,web,s308
2025-01-17 16:37:00,627,cancel_request,ios,s683
2025-01-24 12:40:00,706,view_product,web,s609
2025-01-16 09:43:00,743,cancel_request,android,s329
2025-02-16 09:13:00,906,add_to_cart,web,s102
2025-01-19 14:29:00,149,add_to_cart,android,s452
2025-02-14 05:23:00,851,login,android,s1134
2025-02-04 03:49:00,743,add_to_cart,android,s548
2025-02-11 05:55:00,259,purchase,web,s1096
2025-02-24 11:49:00,36,view_product,web,s457
2025-01-08 04:48:00,636,login,android,s686
2025-03-01 06:46:00,34,login,web,s547
2025-02-20 15:07:00,505,login,web,s606
2025-02-16 22:34:00,834,checkout_start,web,s650
2025-02-23 05:50:00,604,purchase,ios,s297
2025-02-18 19:35:00,929,checkout_start,web,s820
2025-01-16 09:16:00,119,login,web,s1045
2025-02-28 01:49:00,409,login,android,s880
2025-02-02 04:34:00,517,view_product,web,s154
2025-01-27 13:08:00,57,login,web,s1130
2025-01-23 04:09:00,587,add_to_cart,web,s247
2025-01-26 22:30:00,737,view_product,web,s642
2025-02-24 12:59:00,483,view_product,web,s5
2025-02-14 18:23:00,270,add_to_cart,web,s480
2025-01-02 10:07:00,987,checkout_start,web,s36
2025-02-17 12:55:00,56,view_product,android,s703
2025-01-12 00:20:00,979,login,web,s1034
2025-02-08 06:41:00,575,view_product,ios,s182
2025-01-17 09:40:00,658,purchase,ios,s241
2025-01-07 12:53:00,798,checkout_start,ios,s333
2025-02-28 19:38:00,411,login,web,s714
2025-02-09 15:45:00,261,login,android,s318
2025-02-25 18:52:00,105,login,android,s1157
2025-03-01 02:19:00,39,purchase,web,s1148
2025-01-17 06:50:00,750,login,web,s596
2025-01-06 12:26:00,487,view_product,web,s765
2025-02-22 05:11:00,598,cancel_request,android,s443
2025-02-01 07:10:00,151,view_product,web,s1150
2025-01-22 04:41:00,314,purchase,web,s482
2025-02-17 18:09:00,701,login,web,s228
2025-01-05 22:24:00,234,login,android,s315
2025-01-15 01:23:00,222,login,web,s681
2025-01-24 06:53:00,93,login,ios,s847
2025-01-24 12:07:00,836,add_to_cart,ios,s359
2025-01-27 09:38:00,452,login,web,s745
2025-02-26 15:28:00,,add_to_cart,web,s963
2025-01-01 20:37:00,289,add_to_cart,ios,s96
2025-02-25 18:45:00,890,view_product,ios,s55
2025-02-27 11:59:00,732,login,web,s107
2025-02-16 13:15:00,911,checkout_start,web,s910
2025-02-20 03:39:00,262,login,web,s711
2025-02-02 00:43:00,924,add_to_cart,web,s431
2025-02-25 19:40:00,736,login,web,s905
2025-01-15 20:56:00,928,view_product,android,s375
2025-02-06 16:00:00,848,login,web,s1075
2025-02-21 20:21:00,508,add_to_cart,web,s36
2025-01-11 06:52:00,979,cancel_request,web,s562
2025-02-13 21:14:00,574,add_to_cart,ios,s510
2025-01-07 16:13:00,697,cancel_request,web,s557
2025-02-06 00:53:00,905,cancel_request,android,s330
2025-01-15 08:35:00,798,login,web,s710
2025-01-08 18:00:00,342,login,android,s1192
2025-02-26 11:37:00,,purchase,web,s722
2025-01-18 17:39:00,296,login,android,s658
2025-02-18 10:43:00,994,purchase,web,s826
2025-01-13 22:45:00,28,login,web,s809
2025-02-15 12:34:00,,login,web,s9
2025-02-08 05:47:00,77,login,ios,s180
2025-01-10 16:08:00,948,checkout_start,web,s420
2025-01-20 06:37:00,164,add_to_cart,web,s943
2025-03-01 06:19:00,695,view_product,web,s219
2025-01-19 02:15:00,154,view_product,web,s847
2025-01-02 16:13:00,507,checkout_start,ios,s507
2025-01-10 01:12:00,260,login,web,s28
2025-02-11 10:36:00,943,login,web,s240
2025-01-03 07:46:00,297,purchase,android,s510
2025-01-31 13:58:00,151,login,android,s838
2025-01-12 20:08:00,817,view_product,web,s743
2025-02-27 23:37:00,134,view_product,web,s1043
2025-02-07 04:06:00,825,view_product,ios,s55
2025-02-22 18:52:00,347,login,web,s42
2025-02-23 14:01:00,756,add_to_cart,web,s1071
2025-01-26 13:43:00,446,view_product,web,s653
2025-02-07 19:12:00,653,add_to_cart,web,s1187
2025-02-19 11:40:00,169,view_product,web,s1114
2025-02-08 09:28:00,503,login,web,s130
2025-02-14 08:41:00,108,login,android,s1004
2025-03-01 16:36:00,982,login,web,s407
2025-01-02 02:05:00,191,login,android,s195
2025-02-10 14:21:00,835,login,web,s741
2025-01-16 13:51:00,585,login,web,s132
2025-02-10 01:13:00,752,checkout_start,web,s884
2025-01-12 00:16:00,295,login,android,s501
2025-02-01 02:16:00,92,add_to_cart,ios,s802
2025-01-02 20:45:00,64,add_to_cart,ios,s619
2025-02-23 04:17:00,87,login,web,s745
2025-02-11 08:26:00,794,login,web,s959
2025-01-27 02:17:00,644,login,web,s120
2025-01-31 03:16:00,772,login,web,s685
2025-02-17 09:44:00,360,cancel_request,web,s1138
2025-01-30 01:01:00,248,view_product,web,s291
2025-01-27 02:16:00,156,login,android,s924
2025-02-01 12:05:00,546,view_product,web,s465
2025-02-19 04:03:00,504,view_product,ios,s910
2025-01-25 06:48:00,61,purchase,web,s1104
2025-01-10 09:29:00,948,login,web,s704
2025-02-10 14:06:00,628,add_to_cart,android,s498
2025-02-15 21:35:00,766,login,web,s795
2025-01-04 07:58:00,761,login,ios,s568
2025-03-01 01:04:00,719,cancel_request,web,s824
2025-01-09 20:07:00,185,view_product,web,s1106
2025-01-03 10:34:00,243,add_to_cart,ios,s543
2025-02-12 08:46:00,130,purchase,web,s898
2025-02-28 06:06:00,631,login,web,s81
2025-02-26 09:21:00,687,view_product,web,s462
2025-02-25 06:38:00,164,view_product,web,s554
2025-01-10 07:38:00,638,login,web,s597
2025-01-27 05:44:00,388,cancel_request,web,s401
2025-02-07 23:23:00,511,checkout_start,web,s466
2025-02-11 03:25:00,813,view_product,android,s716
2025-01-21 16:15:00,847,view_product,android,s689
2025-02-04 19:51:00,147,purchase,web,s213
2025-01-20 04:02:00,738,add_to_cart,android,s886
2025-02-06 08:44:00,774,checkout_start,web,s246
2025-01-20 17:46:00,649,login,web,s756
2025-02-19 19:26:00,148,checkout_start,android,s1111
2025-02-19 23:59:00,16,add_to_cart,web,s1112
2025-02-19 07:40:00,405,add_to_cart,web,s496
2025-01-25 19:22:00,350,purchase,web,s1193
2025-01-07 06:46:00,810,login,android,s699
2025-01-05 07:28:00,974,add_to_cart,ios,s767
2025-02-16 01:23:00,72,view_product,web,s777
2025-02-26 06:50:00,574,view_product,web,s1089
2025-01-16 15:07:00,979,purchase,web,s674
2025-01-10 12:13:00,,add_to_cart,ios,s1030
2025-01-01 19:33:00,546,view_product,android,s77
2025-01-22 12:00:00,971,login,web,s1029
2025-01-18 13:29:00,905,login,android,s863
2025-01-12 20:33:00,933,cancel_request,web,s481
2025-01-18 01:01:00,311,login,web,s194
2025-02-12 21:13:00,513,view_product,web,s1014
2025-02-03 08:57:00,973,purchase,android,s941
2025-01-31 01:21:00,421,view_product,web,s1195
2025-02-06 11:57:00,359,view_product,web,s461
2025-02-07 03:45:00,644,checkout_start,web,s767
2025-02-17 17:28:00,974,cancel_request,ios,s416
2025-02-02 15:46:00,247,checkout_start,web,s965
2025-02-23 23:28:00,,login,web,s15
2025-01-23 05:58:00,838,login,web,s346
2025-01-17 15:25:00,180,purchase,android,s34
2025-01-27 02:03:00,543,login,web,s176
2025-01-23 01:40:00,677,checkout_start,web,s741
2025-01-18 04:16:00,916,login,web,s1137
2025-02-10 17:36:00,642,login,web,s556
2025-01-02 23:24:00,868,login,web,s708
2025-02-06 05:13:00,188,purchase,web,s305
2025-02-11 10:44:00,860,login,web,s784
2025-01-09 03:06:00,186,cancel_request,android,s559
2025-01-04 07:11:00,382,login,ios,s1010
2025-02-03 04:36:00,272,view_product,web,s997
2025-02-08 00:41:00,344,view_product,web,s85
2025-01-07 00:07:00,591,add_to_cart,android,s700
2025-02-10 14:35:00,449,purchase,web,s603
2025-02-23 22:19:00,30,add_to_cart,web,s1098
2025-02-05 13:28:00,99,view_product,android,s1084
2025-01-22 00:18:00,943,login,ios,s266
2025-01-05 20:10:00,884,login,web,s619
2025-01-06 18:38:00,765,checkout_start,web,s776
2025-01-03 03:19:00,306,view_product,ios,s765
2025-01-06 14:31:00,417,login,android,s1036
2025-01-25 08:11:00,557,view_product,web,s576
2025-01-01 10:05:00,661,login,web,s27
2025-02-11 17:38:00,658,view_product,android,s149
2025-02-21 07:11:00,894,checkout_start,web,s881
2025-02-20 18:13:00,922,view_product,web,s229
2025-01-27 08:03:00,646,view_product,web,s568
2025-01-15 20:52:00,518,login,web,s217
2025-02-04 21:06:00,641,login,ios,s692
2025-01-22 07:29:00,430,add_to_cart,web,s656
2025-02-27 23:20:00,84,view_product,web,s740
2025-01-15 08:33:00,,cancel_request,web,s1104
2025-02-28 06:22:00,975,login,web,s370
2025-01-15 20:01:00,36,login,web,s113
2025-01-18 23:57:00,984,checkout_start,web,s1117
2025-01-30 14:34:00,992,add_to_cart,web,s934
2025-02-04 05:41:00,67,view_product,web,s869
2025-02-02 20:15:00,275,purchase,android,s443
2025-01-31 02:04:00,469,view_product,android,s1092
2025-01-31 17:34:00,60,login,web,s216
2025-02-19 10:03:00,528,login,web,s447
2025-01-16 17:12:00,696,view_product,web,s104
2025-01-27 21:30:00,374,login,android,s1113
2025-02-03 04:00:00,130,login,web,s751
2025-02-14 11:36:00,62,checkout_start,web,s946
2025-01-05 01:52:00,236,login,web,s1100
2025-01-26 06:59:00,651,login,web,s207
2025-02-02 15:29:00,305,checkout_start,web,s1040
2025-01-31 21:18:00,929,checkout_start,web,s612
2025-01-29 22:31:00,65,purchase,web,s826
2025-02-24 04:44:00,534,add_to_cart,ios,s1015
2025-02-26 02:56:00,394,view_product,android,s363
2025-01-02 03:55:00,530,view_product,web,s597
2025-01-16 07:00:00,384,checkout_start,android,s96
2025-01-26 17:47:00,165,login,web,s797
2025-02-15 00:46:00,661,login,web,s375
2025-02-26 23:08:00,687,view_product,web,s797
2025-02-15 06:28:00,478,view_product,web,s359
2025-03-01 07:30:00,281,checkout_start,web,s1073
2025-01-06 05:46:00,160,login,web,s612
2025-02-10 18:04:00,475,add_to_cart,ios,s1029
2025-02-23 14:57:00,755,view_product,web,s670
2025-01-21 06:08:00,760,view_product,android,s1015
2025-01-30 18:02:00,752,view_product,ios,s24
2025-01-07 08:57:00,396,add_to_cart,web,s991
2025-01-11 12:39:00,344,purchase,ios,s397
2025-02-06 18:45:00,,login,web,s639
2025-01-20 07:58:00,92,view_product,android,s391
2025-02-27 14:48:00,300,add_to_cart,android,s899
2025-02-10 03:26:00,557,purchase,web,s1162
2025-01-27 18:31:00,285,login,ios,s89
2025-02-19 22:35:00,571,purchase,web,s141
2025-02-13 04:04:00,47,login,web,s403
2025-01-30 05:01:00,647,view_product,web,s1025
2025-01-04 05:52:00,624,login,web,s536
2025-02-14 19:02:00,687,view_product,web,s1094
2025-02-15 01:05:00,764,login,web,s293
2025-02-13 19:00:00,,login,android,s419
2025-01-21 18:04:00,487,login,android,s816
2025-02-22 01:32:00,493,add_to_cart,web,s246
2025-01-19 12:30:00,462,login,ios,s790
2025-01-23 17:39:00,995,login,web,s932
2025-02-06 21:32:00,248,login,web,s314
2025-01-31 17:15:00,525,checkout_start,ios,s1063
2025-02-25 00:11:00,155,purchase,web,s150
2025-01-28 03:16:00,856,purchase,web,s376
2025-01-04 07:30:00,425,login,ios,s312
2025-02-06 18:54:00,876,view_product,web,s1079
2025-01-10 13:57:00,771,view_product,android,s232
2025-01-05 07:28:00,974,add_to_cart,ios,s767
2025-01-12 13:27:00,675,login,ios,s222
2025-01-11 19:16:00,207,view_product,android,s1125
2025-02-10 13:11:00,956,view_product,ios,s451
2025-02-02 13:00:00,126,checkout_start,web,s589
2025-02-03 05:36:00,100,login,web,s886
2025-01-26 20:55:00,557,view_product,android,s661
2025-02-20 20:32:00,656,login,web,s912
2025-01-13 17:13:00,462,login,web,s122
2025-02-06 01:53:00,980,add_to_cart,ios,s828
2025-02-03 02:59:00,515,view_product,android,s259
2025-01-17 18:01:00,50,login,android,s729
2025-01-03 23:21:00,215,purchase,web,s697
2025-02-23 11:44:00,7,add_to_cart,web,s752
2025-02-18 04:16:00,470,login,android,s146
2025-01-19 09:12:00,337,view_product,ios,s331
2025-01-12 21:16:00,256,view_product,android,s795
2025-02-11 06:31:00,280,view_product,web,s932
2025-01-03 05:11:00,865,login,web,s775
2025-01-20 11:23:00,862,login,web,s1173
2025-01-19 16:39:00,543,login,web,s585
2025-02-10 03:33:00,631,login,web,s870
2025-01-19 18:58:00,250,add_to_cart,web,s816
2025-02-06 00:29:00,621,login,ios,s937
2025-01-30 15:58:00,435,login,ios,s663
2025-01-08 05:58:00,606,view_product,web,s524
2025-02-08 18:09:00,522,view_product,web,s18
2025-01-23 22:05:00,102,add_to_cart,ios,s1129
2025-01-20 08:50:00,114,login,web,s426
2025-01-14 18:57:00,533,add_to_cart,android,s569
2025-01-06 21:14:00,738,login,web,s613
2025-01-20 18:43:00,435,view_product,ios,s970
2025-01-31 09:10:00,897,view_product,web,s757
2025-01-19 19:17:00,286,add_to_cart,web,s1153
2025-02-11 00:56:00,,purchase,ios,s665
2025-02-13 07:28:00,290,view_product,ios,s965
2025-01-20 06:41:00,16,view_product,web,s433
2025-01-24 14:10:00,189,purchase,android,s446
2025-02-27 14:06:00,62,add_to_cart,web,s1118
2025-01-26 17:49:00,269,login,web,s744
2025-02-09 20:41:00,416,add_to_cart,web,s760
2025-02-22 18:39:00,572,view_product,web,s745
2025-03-01 21:32:00,,view_product,android,s554
2025-02-01 16:47:00,472,login,web,s34
2025-02-03 17:03:00,,login,web,s84
2025-01-03 14:21:00,29,checkout_start,web,s721
2025-03-01 20:37:00,140,login,ios,s303
2025-02-16 18:50:00,84,view_product,web,s81
2025-01-03 19:36:00,505,login,web,s764
2025-02-01 10:04:00,697,login,android,s977
2025-02-27 01:06:00,982,add_to_cart,android,s1196
2025-02-16 03:10:00,739,add_to_cart,web,s696
2025-01-27 01:57:00,421,login,ios,s360
2025-01-26 18:41:00,258,view_product,web,s863
2025-01-29 13:06:00,162,cancel_request,ios,s462
2025-01-14 00:14:00,872,purchase,android,s921
2025-01-05 09:10:00,796,login,web,s694
2025-02-17 12:32:00,283,view_product,web,s180
2025-01-07 21:22:00,14,add_to_cart,web,s893
2025-02-13 20:39:00,391,view_product,android,s1037
2025-02-16 14:34:00,769,login,android,s936
2025-01-26 08:23:00,381,add_to_cart,web,s878
2025-01-06 05:01:00,632,login,android,s517
2025-01-06 15:40:00,506,login,web,s502
2025-02-07 14:08:00,39,purchase,web,s166
2025-01-20 16:41:00,105,checkout_start,web,s833
2025-02-02 10:05:00,812,view_product,ios,s253
2025-01-21 04:44:00,664,purchase,web,s410
2025-01-31 05:28:00,857,add_to_cart,ios,s483
2025-01-10 21:45:00,540,login,ios,s169
2025-01-14 05:06:00,389,login,web,s969
2025-01-02 20:39:00,521,view_product,web,s389
2025-01-25 21:51:00,973,add_to_cart,android,s350
2025-02-01 19:02:00,328,view_product,web,s329
2025-01-21 20:39:00,864,view_product,web,s12
2025-01-30 13:18:00,769,checkout_start,ios,s140
2025-02-05 02:54:00,495,login,web,s618
2025-02-28 14:31:00,528,purchase,web,s921
2025-02-01 22:57:00,453,view_product,web,s1051
2025-02-13 04:20:00,957,add_to_cart,android,s1070
2025-01-22 18:45:00,490,view_product,web,s357
2025-01-05 13:29:00,565,login,android,s182
2025-01-02 06:13:00,381,cancel_request,web,s166
2025-01-31 11:21:00,566,login,android,s145
2025-02-25 06:59:00,350,checkout_start,ios,s1012
2025-01-26 00:25:00,713,login,ios,s804
2025-01-06 00:12:00,448,view_product,android,s891
2025-01-27 22:53:00,80,purchase,web,s829
2025-02-19 17:50:00,8,view_product,ios,s120
2025-03-01 20:03:00,701,view_product,android,s757
2025-01-23 16:00:00,991,view_product,web,s162
2025-01-17 03:51:00,135,login,web,s819
2025-02-09 15:08:00,613,add_to_cart,web,s842
2025-01-26 07:43:00,,login,android,s592
2025-02-12 00:02:00,,add_to_cart,ios,s257
2025-02-09 07:52:00,298,view_product,ios,s141
2025-01-07 17:33:00,894,view_product,android,s116
2025-02-05 10:10:00,659,view_product,web,s1007
2025-02-08 11:33:00,536,add_to_cart,web,s1155
2025-02-04 08:25:00,928,add_to_cart,web,s44
2025-02-26 16:00:00,317,checkout_start,android,s516
2025-01-03 18:17:00,597,cancel_request,web,s1194
2025-01-31 01:25:00,453,login,web,s892
2025-02-23 12:14:00,45,purchase,web,s1186
2025-02-04 19:15:00,441,add_to_cart,android,s1113
2025-01-30 08:51:00,152,login,android,s102
2025-01-04 10:01:00,547,add_to_cart,ios,s1050
2025-01-11 21:41:00,878,login,web,s794
2025-02-15 09:53:00,1,checkout_start,web,s79
2025-01-30 15:50:00,300,view_product,ios,s649
2025-01-16 04:35:00,850,view_product,ios,s386
2025-01-26 00:26:00,451,purchase,android,s883
2025-02-28 07:03:00,978,checkout_start,ios,s79
2025-02-28 10:12:00,261,login,ios,s1113
2025-01-16 04:54:00,375,view_product,android,s1037
2025-02-02 17:48:00,444,view_product,web,s449
2025-02-12 11:23:00,700,purchase,web,s204
2025-02-11 21:01:00,829,view_product,web,s296
2025-01-30 15:25:00,290,view_product,android,s560
2025-02-08 10:03:00,111,login,web,s1045
2025-01-09 21:42:00,620,view_product,web,s198
2025-02-05 15:02:00,416,view_product,web,s418
2025-01-18 22:47:00,570,add_to_cart,web,s147
2025-01-31 23:53:00,719,purchase,web,s1138
2025-02-04 08:14:00,633,login,web,s522
2025-01-17 00:08:00,733,cancel_request,web,s1056
2025-02-15 21:24:00,243,view_product,android,s875
2025-01-11 07:48:00,681,login,web,s305
2025-01-25 11:07:00,353,view_product,web,s1143
2025-02-22 08:08:00,285,view_product,web,s975
2025-02-19 19:59:00,952,login,android,s266
2025-01-09 15:29:00,668,view_product,web,s78
2025-02-10 13:24:00,346,add_to_cart,ios,s717
2025-02-11 10:23:00,12,view_product,web,s107
2025-02-23 14:49:00,320,login,android,s543
2025-02-24 18:51:00,496,view_product,web,s79
2025-02-19 19:09:00,828,login,android,s682
2025-01-04 19:12:00,,view_product,web,s171
2025-01-14 17:16:00,601,cancel_request,web,s1158
2025-02-22 14:06:00,724,view_product,android,s946
2025-02-04 13:17:00,401,checkout_start,web,s823
2025-02-10 13:26:00,264,login,web,s1093
2025-02-07 20:17:00,607,login,web,s1079
2025-01-07 12:26:00,991,add_to_cart,ios,s858
2025-01-02 03:11:00,18,login,web,s883
2025-01-25 18:31:00,,view_product,web,s1017
2025-01-31 16:59:00,519,login,ios,s727
2025-02-24 21:25:00,875,view_product,android,s1028
2025-02-22 15:55:00,698,view_product,web,s219
2025-02-19 17:56:00,35,login,web,s6
2025-01-04 00:38:00,667,checkout_start,ios,s255
2025-01-12 09:00:00,692,checkout_start,web,s289
2025-01-06 23:09:00,581,login,web,s606
2025-01-13 21:17:00,370,view_product,android,s666
2025-01-10 10:22:00,118,checkout_start,web,s842
2025-01-03 16:45:00,173,view_product,android,s1135
2025-02-23 03:44:00,120,add_to_cart,web,s652
2025-01-28 05:33:00,75,add_to_cart,web,s815
2025-02-27 07:40:00,881,purchase,web,s25
2025-02-05 04:56:00,444,view_product,web,s180
2025-01-15 04:00:00,38,login,android,s326
2025-01-18 04:20:00,982,add_to_cart,web,s1105
2025-03-02 00:45:00,525,login,android,s72
2025-01-10 23:09:00,274,add_to_cart,web,s428
2025-02-15 18:02:00,804,login,android,s719
2025-01-11 17:22:00,263,login,web,s733
2025-01-21 16:48:00,432,view_product,web,s336
2025-02-19 11:40:00,638,add_to_cart,web,s371
2025-02-18 21:09:00,,view_product,web,s636
2025-02-01 14:13:00,643,add_to_cart,web,s878
2025-02-19 01:22:00,640,cancel_request,web,s694
2025-02-15 03:55:00,263,cancel_request,android,s803
2025-01-15 11:56:00,646,view_product,android,s169
2025-02-12 08:50:00,538,login,web,s596
2025-02-01 11:20:00,159,view_product,web,s366
2025-01-09 00:51:00,394,purchase,android,s330
2025-02-05 01:13:00,193,view_product,ios,s985
2025-02-28 05:38:00,193,add_to_cart,ios,s25
2025-01-04 00:06:00,861,login,web,s423
2025-01-21 14:00:00,360,login,web,s148
2025-01-21 20:30:00,89,purchase,android,s877
2025-02-01 01:41:00,619,login,ios,s280
2025-01-29 06:44:00,509,login,web,s956
2025-01-12 04:00:00,195,login,android,s462
2025-01-02 00:21:00,175,add_to_cart,web,s48
2025-01-15 07:14:00,420,view_product,ios,s917
2025-01-07 00:38:00,524,view_product,web,s575
2025-01-20 23:28:00,788,checkout_start,android,s1163
2025-01-13 03:03:00,959,checkout_start,web,s138
2025-02-19 11:39:00,631,add_to_cart,ios,s992
2025-02-26 12:10:00,735,login,ios,s610
2025-01-21 19:22:00,551,view_product,android,s858
2025-01-19 06:32:00,54,cancel_request,web,s885
2025-01-21 23:15:00,419,cancel_request,web,s33
2025-02-23 19:42:00,150,login,ios,s248
2025-02-03 06:11:00,274,login,web,s223
2025-01-29 08:56:00,716,checkout_start,android,s214
2025-02-02 11:48:00,673,checkout_start,ios,s531
2025-02-02 12:30:00,589,login,web,s151
